183,138,Wall-02-02,18.769
183,139,Wall-02-02,18.7519
183,140,Wall-02-02,18.7348
183,141,Wall-02-02,18.7178
183,142,Wall-02-02,18.7008
183,143,Wall-02-02,18.6839
183,144,Wall-02-02,18.667
183,145,Wall-02-02,18.6502
183,146,Wall-02-02,18.6334
183,147,Wall-02-02,18.6167
183,148,Wall-02-02,18.6
183,149,Wall-02-02,18.5834
183,150,Wall-02-02,18.5669
183,151,Wall-02-02,18.5504
183,152,Wall-02-02,18.534
183,153,Wall-02-02,18.5176
183,154,Wall-02-02,18.5013
183,155,Wall-02-02,18.485
183,156,Wall-02-02,18.4688
183,157,Wall-02-02,18.4527
183,158,Wall-02-02,18.4366
183,159,Wall-02-02,18.4206
183,160,Wall-02-02,18.4046
183,161,Wall-02-02,18.3887
183,162,Wall-02-02,18.3728
183,163,Wall-02-02,18.357
183,164,Wall-02-02,18.3413
183,165,Wall-02-02,18.3256
183,166,Wall-02-02,18.3099
183,167,Wall-02-02,18.2944
183,168,Wall-02-02,18.2789
183,169,Wall-02-02,18.2634
183,170,Wall-02-02,18.248
183,171,Wall-02-02,18.2327
183,172,Wall-02-02,18.2174
183,173,Wall-02-02,18.2022
183,174,Wall-02-02,18.187
183,175,Wall-02-02,18.1719
183,176,Wall-02-02,18.1569
183,177,Wall-02-02,18.1419
183,178,Wall-02-02,18.127
183,179,Wall-02-02,18.1121
183,180,Wall-02-02,18.0973
183,181,Wall-02-02,18.0826
183,182,Wall-02-02,18.0679
183,183,Wall-02-02,18.0533
183,184,Wall-02-02,18.0387
183,185,Wall-02-02,18.0242
183,186,Wall-02-02,18.0098
183,187,Wall-02-02,17.9954
183,188,Wall-02-02,17.9811
183,189,Wall-02-02,17.9669
183,190,Wall-02-02,17.9527
183,191,Wall-02-02,17.9385
183,247,Wall-02-01,17.2504
183,248,Wall-02-01,17.2401
183,249,Wall-02-01,17.2298
183,250,Wall-02-01,17.2195
183,251,Wall-02-01,17.2094
183,252,Wall-02-01,17.1993
183,253,Wall-02-01,17.1893
183,254,Wall-02-01,17.1793
183,255,Wall-02-01,17.1694
183,256,Wall-02-01,17.1596
183,257,Wall-02-01,17.1499
183,258,Wall-02-01,17.1402
183,259,Wall-02-01,17.1306
183,260,Wall-02-01,17.1211
183,261,Wall-02-01,17.1116
183,262,Wall-02-01,17.1023
183,263,Wall-02-01,17.093
183,264,Wall-02-01,17.0837
183,265,Wall-02-01,17.0745
183,266,Wall-02-01,17.0655
183,267,Wall-02-01,17.0564
183,268,Wall-02-01,17.0475
183,269,Wall-02-01,17.0386
183,270,Wall-02-01,17.0298
183,271,Wall-02-01,17.0211
183,272,Wall-02-01,17.0124
183,273,Wall-02-01,17.0038
183,274,Wall-02-01,16.9953
183,275,Wall-02-01,16.9868
183,276,Wall-02-01,16.9785
183,277,Wall-02-01,16.9702
183,278,Wall-02-01,16.9619
183,279,Wall-02-01,16.9538
183,280,Wall-02-01,16.9457
183,281,Wall-02-01,16.9377
183,282,Wall-02-01,16.9298
183,283,Wall-02-01,16.9219
183,284,Wall-02-01,16.9141
183,285,Wall-02-01,16.9064
183,286,Wall-02-01,16.8988
183,287,Wall-02-01,16.8912
183,288,Wall-02-01,16.8837
183,289,Wall-02-01,16.8763
183,290,Wall-02-01,16.869
183,291,Wall-02-01,16.8617
183,292,Wall-02-01,16.8545
183,293,Wall-02-01,16.8474
183,294,Wall-02-01,16.8404
183,295,Wall-02-01,16.8334
183,296,Wall-02-01,16.8265
183,297,Wall-02-01,16.8197
183,298,Wall-02-01,16.813
183,299,Wall-02-01,16.8063
183,300,Wall-02-01,16.7997
183,301,Wall-02-01,16.7932
183,357,Wall-0200,16.5512
183,358,Wall-0200,16.5491
183,359,Wall-0200,16.547
183,360,Wall-0200,16.5451
183,361,Wall-0200,16.5432
183,362,Wall-0200,16.5415
183,363,Wall-0200,16.5398
183,364,Wall-0200,16.5381
183,365,Wall-0200,16.5366
183,366,Wall-0200,16.5351
183,367,Wall-0200,16.5337
183,368,Wall-0200,16.5324
183,369,Wall-0200,16.5312
183,370,Wall-0200,16.53
183,371,Wall-0200,16.529
183,372,Wall-0200,16.528
183,373,Wall-0200,16.5271
183,374,Wall-0200,16.5262
183,375,Wall-0200,16.5255
183,376,Wall-0200,16.5248
183,377,Wall-0200,16.5242
183,378,Wall-0200,16.5237
183,379,Wall-0200,16.5233
183,380,Wall-0200,16.5229
183,381,Wall-0200,16.5226
183,382,Wall-0200,16.5224
183,383,Wall-0200,16.5223
183,384,Wall-0200,16.5223
183,385,Wall-0200,16.5223
183,386,Wall-0200,16.5224
183,387,Wall-0200,16.5226
183,388,Wall-0200,16.5229
183,389,Wall-0200,16.5233
183,390,Wall-0200,16.5237
183,391,Wall-0200,16.5242
183,392,Wall-0200,16.5248
183,393,Wall-0200,16.5255
183,394,Wall-0200,16.5262
183,395,Wall-0200,16.5271
183,396,Wall-0200,16.528
183,397,Wall-0200,16.529
183,398,Wall-0200,16.53
183,399,Wall-0200,16.5312
183,400,Wall-0200,16.5324
183,401,Wall-0200,16.5337
183,402,Wall-0200,16.5351
183,403,Wall-0200,16.5366
183,404,Wall-0200,16.5381
183,405,Wall-0200,16.5398
183,406,Wall-0200,16.5415
183,407,Wall-0200,16.5432
183,408,Wall-0200,16.5451
183,409,Wall-0200,16.547
183,410,Wall-0200,16.5491
183,411,Wall-0200,16.5512
183,467,Wall-0201,16.7932
183,468,Wall-0201,16.7997
183,469,Wall-0201,16.8063
183,470,Wall-0201,16.813
183,471,Wall-0201,16.8197
183,472,Wall-0201,16.8265
183,473,Wall-0201,16.8334
183,474,Wall-0201,16.8404
183,475,Wall-0201,16.8474
183,476,Wall-0201,16.8545
183,477,Wall-0201,16.8617
183,478,Wall-0201,16.869
183,479,Wall-0201,16.8763
183,480,Wall-0201,16.8837
183,481,Wall-0201,16.8912
183,482,Wall-0201,16.8988
183,483,Wall-0201,16.9064
183,484,Wall-0201,16.9141
183,485,Wall-0201,16.9219
183,486,Wall-0201,16.9298
183,487,Wall-0201,16.9377
183,488,Wall-0201,16.9457
183,489,Wall-0201,16.9538
183,490,Wall-0201,16.9619
183,491,Wall-0201,16.9702
183,492,Wall-0201,16.9785
183,493,Wall-0201,16.9868
183,494,Wall-0201,16.9953
183,495,Wall-0201,17.0038
183,496,Wall-0201,17.0124
183,497,Wall-0201,17.0211
183,498,Wall-0201,17.0298
183,499,Wall-0201,17.0386
183,500,Wall-0201,17.0475
183,501,Wall-0201,17.0564
183,502,Wall-0201,17.0654
183,503,Wall-0201,17.0745
183,504,Wall-0201,17.0837
183,505,Wall-0201,17.093
183,506,Wall-0201,17.1023
183,507,Wall-0201,17.1116
183,508,Wall-0201,17.1211
183,509,Wall-0201,17.1306
183,510,Wall-0201,17.1402
183,511,Wall-0201,17.1499
183,512,Wall-0201,17.1596
183,513,Wall-0201,17.1694
183,514,Wall-0201,17.1793
183,515,Wall-0201,17.1893
183,516,Wall-0201,17.1993
183,517,Wall-0201,17.2094
183,518,Wall-0201,17.2195
183,519,Wall-0201,17.2298
183,520,Wall-0201,17.2401
183,521,Wall-0201,17.2504
183,577,Wall-0202,17.9385
183,578,Wall-0202,17.9527
183,579,Wall-0202,17.9669
183,580,Wall-0202,17.9811
183,581,Wall-0202,17.9954
183,582,Wall-0202,18.0098
183,583,Wall-0202,18.0242
183,584,Wall-0202,18.0387
183,585,Wall-0202,18.0533
183,586,Wall-0202,18.0679
183,587,Wall-0202,18.0826
183,588,Wall-0202,18.0973
183,589,Wall-0202,18.1121
183,590,Wall-0202,18.127
183,591,Wall-0202,18.1419
183,592,Wall-0202,18.1569
183,593,Wall-0202,18.1719
183,594,Wall-0202,18.187
183,595,Wall-0202,18.2022
183,596,Wall-0202,18.2174
183,597,Wall-0202,18.2327
183,598,Wall-0202,18.248
183,599,Wall-0202,18.2634
183,600,Wall-0202,18.2789
183,601,Wall-0202,18.2944
183,602,Wall-0202,18.3099
183,603,Wall-0202,18.3256
